keyword	family_id	display	basis	evidence
아페손	EPERISONE	아페손정(에페리손)	web_search_2026_07_15	근이완제
레프진	레보드로프로피진	레프진정(레보드로프로피진 추정)	unresolved	상세 미확인
엘도인	ERDOSTEINE	엘도인캡슐(에르도스테인)	general_knowledge_unverified	거담
에릭슨	EPERISONE	에릭슨정(에페리손)	general_knowledge_unverified	근이완제
에페리	EPERISONE	에페리정(에페리손)	general_knowledge_unverified	근이완제
세리텍	CETIRIZINE	세리텍정(세티리진)	web_search_2026_07_15	항히스타민
엔딕스	BETAMETHASONE_GENTAMICIN	엔딕스크림(스테로이드 복합 외용)	general_knowledge_unverified	스테로이드연고
모사탄	MOSAPRIDE	모사탄정(모사프리드)	web_search_2026_07_15	위장운동촉진
스토마	MUGWORT_EXTRACT	스토마정(애엽 연조엑스 위염치료제)	web_search_2026_07_15	위점막보호 생약
테나롤	ATENOLOL	테나롤정(아테놀롤)	web_search_2026_07_15	베타차단제
데이밀	MEDICAL_NUTRITION_FORMULA	뉴케어 데이밀(식사대용 영양식)	web_search_2026_07_15	단백질 식사대용
에렉신	EPERISONE	에렉신정(에페리손)	web_search_2026_07_15	근이완제
AST	CLINICAL_CHEMISTRY_TEST	AST(간효소) 검사	general_knowledge_unverified	임상화학검사
제통고	METHYL_SALICYLATE	제통고 카타플라스마(한방 첩부)	general_knowledge_unverified	한방 파스
플라톱	KETOPROFEN	플라톱플라스타(케토프로펜)	web_search_2026_07_15	케토프로펜 첩부제
메디웰	MEDICAL_NUTRITION_FORMULA	메디웰(균형영양식)	general_knowledge_unverified	경관/경구 영양식
아기오	PSYLLIUM_HUSK	아기오과립(차전자피)	general_knowledge_unverified	팽창성 완하제
ALT	CLINICAL_CHEMISTRY_TEST	ALT(간효소) 검사	general_knowledge_unverified	임상화학검사
레보틸	LEVOSULPIRIDE	레보틸정(레보설피리드)	general_knowledge_unverified	명문제약 소화기 도파민길항제
소론도	PREDNISOLONE	소론도정(프레드니솔론)	general_knowledge_unverified	부신피질호르몬제
니코젠	NICOTINE_REPLACEMENT	니코젠 로젠즈(니코틴)	web_search_2026_07_15	금연보조 니코틴 로젠즈
넥워머	APPAREL_TEXTILE	넥워머(의류)	general_knowledge_unverified	비의약품 의류
유크라	AMOXICILLIN_CLAVULANATE	유크라정(아목시실린/클라불란산)	general_knowledge_unverified	페니실린 복합항생제
PZA	PYRAZINAMIDE	피라진아미드(항결핵제)	general_knowledge_unverified	결핵 1차 약제
이브펜	IBUPROFEN	이브펜정(이부프로펜)	general_knowledge_unverified	해열소염진통제
다제스	DIGESTIVE_ENZYME	다제스캅셀(소화효소제)	general_knowledge_unverified	복합소화효소
알맥스	ALMAGATE	알맥스정(알마게이트)	general_knowledge_unverified	제산제
슈퍼셋	TRAMADOL_ACETAMINOPHEN	슈퍼셋정(트라마돌/아세트아미노펜)	web_search_2026_07_15	복합진통제
유락신	CROTAMITON	유락신연고(크로타미톤)	web_search_2026_07_15	옴·소양증 연고
식염수	SODIUM_CHLORIDE	식염수(염화나트륨)	general_knowledge_unverified	생리식염수
실마진	SILVER_SULFADIAZINE	실마진크림(설파디아진은)	general_knowledge_unverified	화상용 항균크림
리피칸	ATORVASTATIN	리피칸정(아토르바스타틴)	general_knowledge_unverified	스타틴 계열
당스틱	BLOOD_GLUCOSE_TEST_STRIP	당스틱(혈당 검사지)	general_knowledge_unverified	혈당측정 스트립
글루톡	GLUTATHIONE	글루톡(글루타치온)	web_search_2026_07_15	글루타치온 보충제
채변봉	SPECIMEN_CONTAINER	채변봉(대변 채취용)	general_knowledge_unverified	검체 채취 소모품
삐꼼	VITAMIN_B_COMPLEX	비타민B복합+C(종합비타민)	general_knowledge_unverified	삐콤/삐꼼=대표 비타민B복합제 계열
록펜	LOXOPROFEN	록펜정(록소프로펜)	web_search_2026_07_15	록소프로펜
철분	IRON_SUPPLEMENT	철분35(철분 보충제)	general_knowledge_unverified	철분 보충제
콜킨	COLCHICINE	콜킨정(콜히친)	general_knowledge_unverified	콜히친 통풍약
폴원	FOLIC_ACID	엽산 등 임신준비 영양제(추정)	unresolved	(남녀)연질캡슐, 엽산/영양보충 추정
폴가	FOLIC_ACID	엽산(추정)	general_knowledge_unverified	폴~=엽산 계열 추정, 마더스제약
목틴	ACETYLCYSTEINE	아세틸시스테인(진해거담제)	web_search_2026_07_15	한미 목틴캡슐200mg=아세틸시스테인
랙스	GLIMEPIRIDE	글리메피리드(당뇨병약)	web_search_2026_07_15	nedrug 삼남 랙스정2mg=글리메피리드
록솔	AMBROXOL	암브록솔(진해거담)	web_search_2026_07_15	삼아 록솔정30mg=암브록솔염산염
산소	FUEL	의료용 산소(가스)	general_knowledge_unverified	산소(전업소), 의료용 산소가스
모렘	DOMPERIDONE	돔페리돈(위장운동촉진제)	web_search_2026_07_15	위더스 모렘정=돔페리돈말레산염, health.kr
코슈	PSEUDOEPHEDRINE	슈도에페드린(비충혈제거제)	web_search_2026_07_15	코오롱 코슈정=슈도에페드린염산염60mg
카엘	COUGH_COLD_COMBO	아세트아미노펜+에페드린 복합(감기약)	web_search_2026_07_15	조아 카엘정=에페드린13+아세트아미노펜200+카페인10
젠텔	ALBENDAZOLE	젠텔정400mg(알벤다졸)	general_knowledge_unverified	Zentel 구충제
씨펜	LEVOCETIRIZINE	씨펜정(레보세티리진)	web_search_2026_07_15	항히스타민
질경	MEDICAL_SUPPLY_MISC	일회용 질경(speculum)	general_knowledge_unverified	부인과 검사기구
아섹	ACECLOFENAC	아섹정(아세클로페낙)	web_search_2026_07_15	NSAID
맥씨	LEVOCETIRIZINE	맥씨정(레보세티리진)	web_search_2026_07_15	항히스타민
디펜	DICLOFENAC	디펜겔(디클로페낙 외용)	web_search_2026_07_15	디클로페낙나트륨
쏠라	ASCORBIC_ACID	쏠라씨(비타민C)	general_knowledge_unverified	비타민C 보충제
Hb	HEMOGLOBIN_TEST_STRIP	Hb301 큐벳(혈색소 측정)	general_knowledge_unverified	HemoCue Hb301 혈색소 큐벳
